"Boss","Zone","Tier","TierName","Difficulty","CustomClimax","DesignSummary","IntendedBuild","TargetClearTime","Level","HP_1PC","HP_2PC","HP_3PlusPC","PopCostHuntMarks","BaseInfamy","BaseGil","BaseCruor","ATT_Add","DEF_Add","MATT_Add","ACC_Add","EVA_Add","MACC_Add","MEVA_Add","WeaponDMG_Add","DoubleAttackPct_Add","HastePct_Add","AllElementMEVA_Add","FirstSignatureSec","RepeatIntervalSec","PressureStartsSec","PressureStepSec","RepeatTitle","RepeatType","RepeatTell","RepeatCounter","RepeatWindowSec","RepeatFailDamagePctMaxHP","RepeatFailStatus","RepeatStatusDurationSec","RepeatFailMessage","RepeatSuccessMessage","RepeatSuccessReward","Phase70Title","Phase70Type","Phase70Tell","Phase70Counter","Phase70WindowSec","Phase70FailDamagePctMaxHP","Phase70FailStatus","Phase70StatusDurationSec","Phase70FailMessage","Phase70SuccessMessage","Phase70SuccessReward","Phase30Title","Phase30Type","Phase30Tell","Phase30Counter","Phase30WindowSec","Phase30FailDamagePctMaxHP","Phase30FailStatus","Phase30StatusDurationSec","Phase30FailMessage","Phase30SuccessMessage","Phase30SuccessReward","FailEscalationPerStack","PressurePerStack","OwnerRule","ProcRules","RewardRules","SourceKey"
"Bennu","Abyssea - Altepa","3","Heroes","Advanced","Yes","Flagship encounter: repeats its signature, repeats it at 70%, then changes to a bespoke climax at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Dread Wind","far","Dread Wind - a Terror storm gathers; retreat 15 yalms!","Move at least 15 yalms from the boss.","5","30","TERROR","5","Dread Wind leaves you open to critical blows.","The storm breaks before reaching you.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Dread Wind","far","At 70%: Dread Wind - a Terror storm gathers; retreat 15 yalms!","Move at least 15 yalms from the boss.","5","30","TERROR","5","Dread Wind leaves you open to critical blows.","The storm breaks before reaching you.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Predator Landing","rear","Final test at 30%: Predator Landing - Bennu dives forward; reach its rear!","Move behind the boss (default safe rear arc is approximately 48 degrees).","4","35","AMNESIA","10","The dive tears through you.","The landing exhausts Bennu.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","bennu"
"Rani","Abyssea - Altepa","3","Heroes","Advanced","Yes","Flagship encounter: repeats its signature, repeats it at 70%, then changes to a bespoke climax at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Action Absorption","hold","Action Absorption - Rani begins an action and absorbs damage; cease attacks!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","30","PLAGUE","10","Rani converts your attack into power.","The absorption window starves.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Action Absorption","hold","At 70%: Action Absorption - Rani begins an action and absorbs damage; cease attacks!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","30","PLAGUE","10","Rani converts your attack into power.","The absorption window starves.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Enthrall","turn","Final test at 30%: Enthrall - Rani’s eyes glow; turn away from Charm!","Turn away; the owner must not be facing the boss when the check resolves.","4","35","TERROR","8","The gaze steals your will.","The enthralling gaze fails.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","rani"
"Bomblix Flamefinger","Abyssea - Grauberg","3","Heroes","Advanced","No","Standard Heroes encounter: repeating signature, first reversal at 70%, second reversal at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Powderfinger Fuse","far","Powderfinger Fuse - gunpowder ignites; retreat 14 yalms!","Move at least 14 yalms from the boss.","5","30","SLOW","10","The powder blast engulfs you.","The blast falls short.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Powderfinger Fuse - Reversal 1","near","At 70%: Powderfinger Fuse - Reversal 1 - the outer ring closes; move within 6 yalms!","Move within 6 yalms of the boss.","5","30","SLOW","10","The powder blast engulfs you.","The blast falls short.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Powderfinger Fuse - Reversal 1 - Reversal 2","move","Final test at 30%: Powderfinger Fuse - Reversal 1 - Reversal 2 - the safe center shifts; move at least 9 yalms!","Move at least 9 yalms from the position where the tell began.","4","35","SLOW","10","The powder blast engulfs you.","The blast falls short.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","bomblixflamefinger"
"Ika-Roa","Abyssea - Grauberg","3","Heroes","Advanced","No","Standard Heroes encounter: repeating signature, first reversal at 70%, second reversal at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Pugil Undertow","near","Pugil Undertow - the current lashes outward; close within 5 yalms!","Move within 5 yalms of the boss.","5","30","SILENCE","10","The undertow batters you.","You enter the still center.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Pugil Undertow - Reversal 1","move","At 70%: Pugil Undertow - Reversal 1 - the safe center shifts; move at least 9 yalms!","Move at least 9 yalms from the position where the tell began.","5","30","SILENCE","10","The undertow batters you.","You enter the still center.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Pugil Undertow - Reversal 1 - Reversal 2","rear","Final test at 30%: Pugil Undertow - Reversal 1 - Reversal 2 - the marked path turns forward; reach the rear!","Move behind the boss (default safe rear arc is approximately 48 degrees).","4","35","SILENCE","10","The undertow batters you.","You enter the still center.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","ikaroa"
"Minaruja","Abyssea - Grauberg","3","Heroes","Advanced","No","Standard Heroes encounter: repeating signature, first reversal at 70%, second reversal at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Pursuer Wing","move","Pursuer Wing - a hunting shadow fixes your ground; move 11 yalms!","Move at least 11 yalms from the position where the tell began.","5","30","PLAGUE","10","The wing pins you.","The pursuer strikes empty ground.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Pursuer Wing - Reversal 1","rear","At 70%: Pursuer Wing - Reversal 1 - the marked path turns forward; reach the rear!","Move behind the boss (default safe rear arc is approximately 48 degrees).","5","30","PLAGUE","10","The wing pins you.","The pursuer strikes empty ground.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Pursuer Wing - Reversal 1 - Reversal 2","far","Final test at 30%: Pursuer Wing - Reversal 1 - Reversal 2 - the rear erupts; retreat beyond 13 yalms!","Move at least 13 yalms from the boss.","4","35","PLAGUE","10","The wing pins you.","The pursuer strikes empty ground.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","minaruja"
"Lorelei","Abyssea - Grauberg","3","Heroes","Advanced","No","Standard Heroes encounter: repeating signature, first reversal at 70%, second reversal at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Fay Refrain","face","Fay Refrain - the song seeks an unwary mind; face Lorelei!","Face the boss when the check resolves.","5","30","AMNESIA","10","The refrain silences your thoughts.","You break the refrain.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Fay Refrain - Reversal 1","hold","At 70%: Fay Refrain - Reversal 1 - the pattern mirrors aggression; cease attacks!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","30","AMNESIA","10","The refrain silences your thoughts.","You break the refrain.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Fay Refrain - Reversal 1 - Reversal 2","burst","Final test at 30%: Fay Refrain - Reversal 1 - Reversal 2 - the restraint breaks; deal 4% HP before it reforms!","Deal 4% of maximum HP before the check: 560,000 solo / 868,000 with 2 PCs / 1,176,000 with 3+ PCs.","4","35","AMNESIA","10","The refrain silences your thoughts.","You break the refrain.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","lorelei"
"Xibalba","Abyssea - Grauberg","3","Heroes","Advanced","No","Standard Heroes encounter: repeating signature, first reversal at 70%, second reversal at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Decaying Molar","rear","Decaying Molar - the jaws commit forward; circle behind!","Move behind the boss (default safe rear arc is approximately 48 degrees).","5","30","POISON","10","The molars crush you.","The bite snaps empty.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Decaying Molar - Reversal 1","far","At 70%: Decaying Molar - Reversal 1 - the rear erupts; retreat beyond 13 yalms!","Move at least 13 yalms from the boss.","5","30","POISON","10","The molars crush you.","The bite snaps empty.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Decaying Molar - Reversal 1 - Reversal 2","near","Final test at 30%: Decaying Molar - Reversal 1 - Reversal 2 - the outer ring closes; move within 6 yalms!","Move within 6 yalms of the boss.","4","35","POISON","10","The molars crush you.","The bite snaps empty.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","xibalba"
"Teugghia","Abyssea - Grauberg","3","Heroes","Advanced","No","Standard Heroes encounter: repeating signature, first reversal at 70%, second reversal at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Unseelie Bargain","weaponskill","Unseelie Bargain - the bargain demands decisive force; use a weapon skill!","The fight owner must use any weapon skill during the window.","5","30","PARALYSIS","10","The unseelie price is taken.","The bargain is rejected.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Unseelie Bargain - Reversal 1","far","At 70%: Unseelie Bargain - Reversal 1 - the answer detonates outward; retreat beyond 13 yalms!","Move at least 13 yalms from the boss.","5","30","PARALYSIS","10","The unseelie price is taken.","The bargain is rejected.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Unseelie Bargain - Reversal 1 - Reversal 2","near","Final test at 30%: Unseelie Bargain - Reversal 1 - Reversal 2 - the outer ring closes; move within 6 yalms!","Move within 6 yalms of the boss.","4","35","PARALYSIS","10","The unseelie price is taken.","The bargain is rejected.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","teugghia"
"Ningishzida","Abyssea - Grauberg","3","Heroes","Advanced","No","Standard Heroes encounter: repeating signature, first reversal at 70%, second reversal at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Three-Trophy Ward","burst","Three-Trophy Ward - three trophies form a ward; deal 5% HP!","Deal 5% of maximum HP before the check: 700,000 solo / 1,085,000 with 2 PCs / 1,470,000 with 3+ PCs.","5","30","BLINDNESS","10","The completed ward hardens the wyrm.","The trophies shatter.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Three-Trophy Ward - Reversal 1","far","At 70%: Three-Trophy Ward - Reversal 1 - the broken ward erupts outward; retreat beyond 13 yalms!","Move at least 13 yalms from the boss.","5","30","BLINDNESS","10","The completed ward hardens the wyrm.","The trophies shatter.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Three-Trophy Ward - Reversal 1 - Reversal 2","near","Final test at 30%: Three-Trophy Ward - Reversal 1 - Reversal 2 - the outer ring closes; move within 6 yalms!","Move within 6 yalms of the boss.","4","35","BLINDNESS","10","The completed ward hardens the wyrm.","The trophies shatter.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","ningishzida"
"Burstrox Powderpate","Abyssea - Grauberg","3","Heroes","Advanced","No","Standard Heroes encounter: repeating signature, first reversal at 70%, second reversal at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Goblin Rope Fuse","move","Goblin Rope Fuse - a powder keg is lashed to your position; move 12 yalms!","Move at least 12 yalms from the position where the tell began.","5","30","SLOW","10","The rope holds you in the blast.","The keg detonates behind you.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Goblin Rope Fuse - Reversal 1","rear","At 70%: Goblin Rope Fuse - Reversal 1 - the marked path turns forward; reach the rear!","Move behind the boss (default safe rear arc is approximately 48 degrees).","5","30","SLOW","10","The rope holds you in the blast.","The keg detonates behind you.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Goblin Rope Fuse - Reversal 1 - Reversal 2","far","Final test at 30%: Goblin Rope Fuse - Reversal 1 - Reversal 2 - the rear erupts; retreat beyond 13 yalms!","Move at least 13 yalms from the boss.","4","35","SLOW","10","The rope holds you in the blast.","The keg detonates behind you.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","burstroxpowderpate"
"Teekesselchen","Abyssea - Grauberg","3","Heroes","Advanced","No","Standard Heroes encounter: repeating signature, first reversal at 70%, second reversal at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Bubbling Pressure","hold","Bubbling Pressure - the kettle seals under pressure; cease attacks!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","30","SILENCE","10","Your strike ruptures the kettle.","The pressure vents safely.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Bubbling Pressure - Reversal 1","burst","At 70%: Bubbling Pressure - Reversal 1 - the restraint breaks; deal 4% HP before it reforms!","Deal 4% of maximum HP before the check: 560,000 solo / 868,000 with 2 PCs / 1,176,000 with 3+ PCs.","5","30","SILENCE","10","Your strike ruptures the kettle.","The pressure vents safely.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Bubbling Pressure - Reversal 1 - Reversal 2","far","Final test at 30%: Bubbling Pressure - Reversal 1 - Reversal 2 - the broken ward erupts outward; retreat beyond 13 yalms!","Move at least 13 yalms from the boss.","4","35","SILENCE","10","Your strike ruptures the kettle.","The pressure vents safely.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","teekesselchen"
"Ironclad Sunderer","Abyssea - Grauberg","3","Heroes","Advanced","No","Standard Heroes encounter: repeating signature, first reversal at 70%, second reversal at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Darkflame Sunder","far","Darkflame Sunder - darkflame expands from the arm; retreat 15 yalms!","Move at least 15 yalms from the boss.","5","30","PLAGUE","10","The sundered flame consumes your guard.","The flame gutters out.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Darkflame Sunder - Reversal 1","near","At 70%: Darkflame Sunder - Reversal 1 - the outer ring closes; move within 6 yalms!","Move within 6 yalms of the boss.","5","30","PLAGUE","10","The sundered flame consumes your guard.","The flame gutters out.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Darkflame Sunder - Reversal 1 - Reversal 2","move","Final test at 30%: Darkflame Sunder - Reversal 1 - Reversal 2 - the safe center shifts; move at least 9 yalms!","Move at least 9 yalms from the position where the tell began.","4","35","PLAGUE","10","The sundered flame consumes your guard.","The flame gutters out.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","ironcladsunderer"
"Alfard","Abyssea - Grauberg","3","Heroes","Advanced","Yes","Flagship encounter: repeats its signature, repeats it at 70%, then changes to a bespoke climax at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Serpentine Front","rear","Serpentine Front - poison and curse flood its front; take the rear!","Move behind the boss (default safe rear arc is approximately 48 degrees).","5","30","CURSE_I","10","The frontal aura corrupts you.","You find the narrow safe angle.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Serpentine Front","rear","At 70%: Serpentine Front - poison and curse flood its front; take the rear!","Move behind the boss (default safe rear arc is approximately 48 degrees).","5","30","CURSE_I","10","The frontal aura corrupts you.","You find the narrow safe angle.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Tail Reversal","face","Final test at 30%: Tail Reversal - the tail punishes the rear; return to its face!","Face the boss when the check resolves.","4","35","PARALYSIS","10","The reversal paralyzes you.","The tail sweeps empty ground.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","alfard"
"Azdaja","Abyssea - Grauberg","3","Heroes","Advanced","Yes","Flagship encounter: repeats its signature, repeats it at 70%, then changes to a bespoke climax at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Rotating Breath Aura","rear","Rotating Breath Aura - the current breath aura gathers forward; take the rear!","Move behind the boss (default safe rear arc is approximately 48 degrees).","5","30","PLAGUE","10","The breath aura brands you.","The aura misses and the wings sag.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Rotating Breath Aura","rear","At 70%: Rotating Breath Aura - the current breath aura gathers forward; take the rear!","Move behind the boss (default safe rear arc is approximately 48 degrees).","5","30","PLAGUE","10","The breath aura brands you.","The aura misses and the wings sag.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Spike Flail","near","Final test at 30%: Spike Flail - the tail rises; close within 6 yalms and face the wyrm!","Move within 6 yalms of the boss.","4","35","TERROR","5","Spike Flail hurls you aside.","You crowd inside the flail arc.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","azdaja"
"Raja","Abyssea - Grauberg","3","Heroes","Advanced","Yes","Flagship encounter: repeats its signature, repeats it at 70%, then changes to a bespoke climax at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Royal Decree","weaponskill","Royal Decree - support is being sealed; break the decree with a weapon skill!","The fight owner must use any weapon skill during the window.","5","30","AMNESIA","10","Your arts are briefly sealed.","The decree fractures.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Royal Decree","weaponskill","At 70%: Royal Decree - support is being sealed; break the decree with a weapon skill!","The fight owner must use any weapon skill during the window.","5","30","AMNESIA","10","Your arts are briefly sealed.","The decree fractures.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Stygian Sphere","burst","Final test at 30%: Stygian Sphere - matching stoneskin forms; deal 5% HP to crack it!","Deal 5% of maximum HP before the check: 700,000 solo / 1,085,000 with 2 PCs / 1,470,000 with 3+ PCs.","4","35","SILENCE","10","The sphere completes its protection.","The sphere bursts and Raja is exposed.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","raja"
"Amphitrite","Abyssea - Grauberg","3","Heroes","Advanced","Yes","Flagship encounter: repeats its signature, repeats it at 70%, then changes to a bespoke climax at 30%.","Relic plus up to two Atma slots","10-14 min solo / 6-9 min group","150","14000000","21700000","29400000","500","60","750000","2000","9500","1650","4500","1100","1400","1100","550","400","30","20","100","16","36","480","20","Physical Absorption","hold","Physical Absorption - the shell prepares to absorb force; cease attacks!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","30","SLOW","10","Your force is swallowed.","The shell opens unfed.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Physical Absorption","hold","At 70%: Physical Absorption - the shell prepares to absorb force; cease attacks!","Stop all owner damage: disengage/turn, do not weapon skill, and let the window expire.","5","30","SLOW","10","Your force is swallowed.","The shell opens unfed.","10s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","Delayed Reversal","weaponskill","Final test at 30%: Delayed Reversal - the shell changes mode; wait for the tell, then weapon skill!","The fight owner must use any weapon skill during the window.","4","35","PARALYSIS","10","The reversal catches your timing.","The delayed opening is struck.","16s vulnerability: DEF -500, EVA -200, MDEF -65; also removes one escalation stack.","ATT +1500; MATT +600","ATT +525; MATT +165; Haste +0.25%","Only the player who popped the NM is checked; Trust actions do not fail hold-fire tests.","Red removes one escalation stack; Yellow suppresses spells and opens magic vulnerability; Blue suppresses TP moves and opens physical vulnerability.","First logical clear refunds half pop cost. 2+ real PCs: x2 Gil/Infamy. No Trusts: x1.5. Bonuses stack to x3.","amphitrite"
